,troll,mentions,tweet
931,brentmcclure275,"[""feministajones""]","RT @FeministaJones: When asked about whether or not he supported the invasion of Iraq, Donald Trump said ""Yeah, I guess so""

This is who th…"
932,jaydaastonishin,"[""blicqer""]",RT @blicqer: ▶ Will Ferrell revives his hilarious George W. Bush impersonation to carve up ‘disgraced pumpkin’ Trump… 
933,cannonsher,"[""deray""]",RT @deray: I like Keith Ellison. And I still think the DNC needs to hold on appointing a new leader. https://t.co/XiqYx6phvD
934,ogdeandre,"[""blicqer"",""urbanintellects""]",RT @blicqer: CNN ‘You have normalized’ white supremacy with shoddy Trump repo... https://t.co/mNenDi1PMm via @UrbanIntellects https://t.co/…
935,drmichaelgarcia,"[""thebpdshow"",""blicqer""]",RT @blicqer: Obama Visits Baton Rouge https://t.co/FArpNeSciV via @TheBpDShow
936,malloryjared,"[""thebpdshow"",""blicqer""]",RT @blicqer: How Much Is Trump Profiting from Renting to his Campaign Office? https://t.co/19UFyge6O5 via @TheBpDShow
937,damanimiles,"[""transgriot""]",RT @TransGriot: POTUS elections are about the shape of the SCOTUS &amp; federal judiciary https://t.co/MtVDfoGSLr
938,hiimkhloe,"[""docrocktex26"",""boholadyedith""]","RT @BohoLadyEdith: @docrocktex26 I'm sure HRC would fully endorse that sentiment, she understood her defeat. https://t.co/oMGGuKi5QZ"
939,javonhidp,"[""fusion""]",RT @Fusion: I went to a Donald Trump rally—and was genuinely shocked by what I overheard: https://t.co/opd44R43st https://t.co/Of7ZqxHrJC
940,taraformation,"[""blicqer"",""mintpressnews""]","RT @blicqer: Tax Records Reveal Donald Trump Donated $100,000 To The Clinton Fo... https://t.co/mWg3ahzELV via @MintPressNews https://t.co/…"
941,zzzacharyzzz,"[""montel_williams"",""transgriot""]",RT @TransGriot: Thanks @Montel_Williams for the unapologetic truth telling https://t.co/4AHiGebuvl
942,gwennythot,"[""shaunking""]","RT @ShaunKing: Connor McGregor is the Donald Trump of MMA. Or the Mike Tyson of MMA.

Both metaphors work plus Tyson &amp; Trump love each othe…"
943,johnievogue,"[""docrocktex26""]",RT @docrocktex26: This is what Trump losing in November looks like. #ExpectUs https://t.co/8FUPUZbxb4
944,nojonathonno,"[""afrikaneyes"",""blicqer""]",RT @blicqer: Why Trump Can’t ‘Save’ Africa https://t.co/G9i4Pt7KhE @AfrikanEyes https://t.co/Fv1P9N4MX8
945,malloryjared,"[""blicqer"",""wusa9mornings""]",RT @blicqer: ▶ WATCH: Campaign 2016 U talks election https://t.co/l7cR2KiGWt @WUSA9Mornings https://t.co/JihRQvqOOC
946,jeanuttella,"[""hillaryclinton"",""realdonaldtrump"",""shewhovotes"",""docrocktex26"",""charlie_corley""]",RT @Charlie_Corley: @docrocktex26 @SheWhoVotes Google says @realDonaldTrump interrupted @HillaryClinton 51 times. HaHa!
947,imapharrelfake,"[""fusion"",""clepolice""]","RT @Fusion: ""Our officers take care of business."" Chief of @CLEpolice assures there are no ""real threats"" to police or #RNCinCLE https://t.…"
948,pamblmdaniels,"[""mrnegromilitant""]","RT @MrNegroMilitant: Clinton's Pushing for Clinton Foundation Haiti Relief..... After Fleecing Haitians.

https://t.co/2lizZtU2Tk https://t…"
949,nojonathonno,"[""blicqer"",""pix11news""]",RT @blicqer: ▶ Donald Trump’s Walk of Fame star vandalized with a sledgehammer https://t.co/YHdQrrCnKy @PIX11News https://t.co/MsorX1Ye9E
950,bigboysneed,"[""talibkweli""]",RT @TalibKweli: U realize Hillary is a senator not a hotelier right? https://t.co/AR8J6pQHzO
951,finnaglo,"[""t_fisherking"",""joyannreid"",""docrocktex26""]",RT @T_FisherKing: @JoyAnnReid @docrocktex26 has Trump ever apologized to the five ? https://t.co/ZPOzlNJG50
952,melanymelanin,"[""blicqer"",""usuncut""]",RT @blicqer: ▶ Obama just sent hundreds of observers to polling places to protect voters https://t.co/0XgkvLMo4Y @USUncut https://t.co/RnmD…
953,damanimiles,"[""docrocktex26""]",RT @docrocktex26: This is what Trump losing in November looks like. #ExpectUs https://t.co/8FUPUZbxb4
954,ravenicholson,"[""talibkweli""]",RT @TalibKweli: THIS is why Trump chose the chief editor at Breitbart to run his campaign. They will deliver the white supremacist vote.
955,javonhidp,"[""russian_starr""]","RT @Russian_Starr: Reminder: Hillary Rodham Clinton, NOT Bill Clinton, is running for President. Bill's past is not Hillary's burden. #Trum…"
956,ogdeandre,"[""icalrep"",""talibkweli"",""remedyross""]",RT @TalibKweli: RT @iCalRep: @RemedyRoss always manage to find away to blame Obama.. smh.. https://t.co/9JWuKMJUX6
957,javonhidp,"[""fusion""]",RT @Fusion: Here's what we know about Malik Obama –– Donald Trump's surprise guest for the second debate:… 
958,camosaseko,"[""docrocktex26""]",RT @docrocktex26: Trump is the GOP nominee b/c he's explicitly stated he doesn't want more Mexicans or Muslims in America and refused to de…
959,onemightyfish,"[""ggreenwald""]","RT @ggreenwald: Sending a straight guy go on Grindr to out gay Olympians is a bit weirder. Also, unlike your tweet, that happened. https://…"
960,fightm_d_b,"[""transgriot""]",RT @TransGriot: What anti-Hillary lie is going to be blown up next? https://t.co/roF6ioAvqb
961,jery_robertsyo,"[""fusion""]","RT @Fusion: ""The determination was made that [Kasich didn't] have the power to suspend [the open carry] law [for the #RNCinCLE]"" https://t.…"
962,nojonathonno,"[""blicqer""]",RT @blicqer: ▶ #TrumpTapes controversy intensifies as list of GOP leaders disavowing Donald Trump grows https://t.co/LzsUhVguWn… 
963,drmichaelgarcia,"[""mrnegromilitant""]","RT @MrNegroMilitant: White Nationalists: Trump's A Chance To Break Into Media Mainstream.

https://t.co/J5eKihm7x9 https://t.co/TFeFhXj552"
964,zzzacharyzzz,"[""mrnegromilitant""]","RT @MrNegroMilitant: Act Out! [77] - The Real Election Spoilers and We Pledge Allegiance to Knowledge

https://t.co/EnZRWCXMAu"
965,nojonathonno,"[""delo_taylor""]","RT @Delo_Taylor: POTUS Obama's failed policy in South Sudan. #IntelGroup
https://t.co/gFeEYsBJUr"
966,nojonathonno,"[""livenewscloud"",""blicqer""]",RT @blicqer: ▶ Trump Supporter Arrested for Assault at Clinton Event https://t.co/SFo2UR0AvI @LiveNewsCloud https://t.co/rX2c1PHz2K
967,baobaeham,"[""thedailyedge""]",RT @TheDailyEdge: #DespiteWhatYouMightHaveHeard Famed plagiarist Melania Trump does not have a degree from the University of Ljubljana http…
968,javonhidp,"[""delo_taylor""]",RT @Delo_Taylor: LIT!!! #Debate https://t.co/gcqGVDr7Ta
969,patriotblake,"[""ggreenwald""]","RT @ggreenwald: How is someone rational supposed to call it ""terrorism"" without knowing who did it, let alone their motive??? https://t.co/…"
970,damanimiles,"[""laloalcaraz"",""lib_librarian"",""docrocktex26""]",RT @Lib_Librarian: #ExpectUs #Esperanos cc @docrocktex26 @laloalcaraz https://t.co/dmNASdisAv
971,alecmooooody,"[""blicqer"",""cnsnews""]",RT @blicqer: ▶ 'All the guys pay': Cash-for-jobs alleged inside Trump Tower https://t.co/gU0Qs7Eaie @CNSNews https://t.co/NmBKFNf1q0
972,rosieonfleek,"[""thedailyedge""]",RT @TheDailyEdge: Not sufficiently impressed w/the dignity &amp; poise Obama has displayed consistently for 7 1/2 years? Compare it to Trump ov…
973,willisbonnerr,"[""mspackyetti"",""necs""]",RT @necs: Thank you @MsPackyetti. Organized people + policy rooted in community + movement pressure = change.  https://t.co/ADlOqIKPp9
974,ogdeandre,"[""blicqer"",""newpghcourier""]",RT @blicqer: Guest Editorial…Trump insults voters of Pennsylvania https://t.co/mKd9WroE9e via @NewPghCourier https://t.co/WwlzTBljn0
975,wokefromday1,"[""joyannreid"",""charlesmblow""]",RT @JoyAnnReid: @CharlesMBlow She reps a certain kind of change - a woman of that era flouting male power - and Obama and his coalition rep…
976,ameliebaldwin,"[""kylegriffin1"",""jwgop""]",RT @kylegriffin1: Kasich chief strategist @JWGOP takes Reince Priebus to task for his threat to penalize Kasich for not backing Trump: http…
977,camosaseko,"[""delo_taylor""]",RT @Delo_Taylor: They're White trash &amp; better off than most of us are so fuck them &amp; their feelings. https://t.co/MySAttfU1b
978,brianaregland,"[""kylegriffin1""]","RT @kylegriffin1: Inbox: President Obama will campaign for Hillary Clinton in Greensboro, North Carolina on Tuesday, October 11. https://t.…"
979,malloryjared,"[""rawstory""]",RT @RawStory: WATCH: #GOP Gov. Mary Fallin humiliates herself trying to justify party’s anti-gay platform https://t.co/HRVpwf7o68 https://t…
980,melanymelanin,"[""blicqer""]","RT @blicqer: ▶ Donald Trump MERCILESSLY Booed At Own Campaign Rally, Cancels Event In Shame (DETAILS) https://t.co/6W6tOwDyGa @Bipartisanis…"
981,adamchapmanjr,"[""ggreenwald"",""michaeltomasky""]",RT @ggreenwald: I would have bet a zillion dollars this was by DNC/HRC spokesman @michaeltomasky before even clicking. https://t.co/CuMQDa9…
982,watchmewalkin,"[""hawkee12345"",""talibkweli""]",RT @TalibKweli: That's neither Hillary OR Bill. Why u spreading lies? @hawkee12345 https://t.co/cvfZPAN1hq https://t.co/4y9sKfVmRM https://…
983,susayung,"[""joyannreid"",""charlesmblow""]",RT @JoyAnnReid: @CharlesMBlow She reps a certain kind of change - a woman of that era flouting male power - and Obama and his coalition rep…
984,jassscott,"[""mrnegromilitant""]","RT @MrNegroMilitant: Why Is Obama Threatening Russia With World War 3?

https://t.co/w3FcKZbOJY https://t.co/LmIPtAOMF2"
985,samirgooden,"[""wusa9mornings"",""blicqer""]",RT @blicqer: ▶ WATCH: Campaign 2016 U talks election https://t.co/l7cR2KiGWt @WUSA9Mornings https://t.co/JihRQvqOOC
986,jassscott,"[""shaunking""]",RT @ShaunKing: Disgusted by the folk who write me privately asking me to stop criticizing Hillary Clinton. Really? If she can't handle me w…
987,nojonathonno,"[""wikileaks"",""delo_taylor""]","RT @Delo_Taylor: It's ignorant to vote for Hillary Clinton without reading @wikileaks. #PodestaEmails #IntelGroup
https://t.co/IjuqSHCLls"
988,cookiiieeessss,"[""blicqer"",""livenewscloud""]",RT @blicqer: ▶WikiLeaks Denies Trying to Hack Trump’s Tax Returns [VIDEO] https://t.co/uQ31yoiruI @LiveNewsCloud
989,brianthelifter,"[""urbanintellects"",""blicqer""]",RT @blicqer: CNN ‘You have normalized’ white supremacy with shoddy Trump repo... https://t.co/mNenDi1PMm via @UrbanIntellects https://t.co/…
990,jeanuttella,"[""thedailyedge"",""gop""]",RT @TheDailyEdge: If only Obama and the CDC had known about the threat of #Zika and asked the @GOP Congress for funding months ago! Oh that…
991,jerstoner,"[""mspackyetti""]",RT @MsPackyetti: Thanks! That means a lot. It makes it worth sharing 🙏🏾 https://t.co/VZecgDsiTj
992,blmsoldier,"[""only4rm"",""docrocktex26""]",RT @Only4RM: Happy Birthday @docrocktex26! It all makes sense now! LMAO! Go Texas! #StrongerTogether https://t.co/wq9Arlt4Z9
993,alecmooooody,"[""talibkweli"",""alphakilla""]",RT @TalibKweli: And Trump is a virulent racist who is empowered by white supremacist KKK lovers like u @alphakilla https://t.co/TN8KL8xf2V
994,ramonasnails,"[""foxnews"",""blicqer""]",RT @blicqer: ▶ REVENGE FOR SNUB? Trump accuser's kin says her claim is grab for fame https://t.co/CSuzTxBmXU @FoxNews https://t.co/SizWrGsz…
995,jaydaastonishin,"[""nworeport"",""blicqer""]",RT @blicqer: ▶ @NWOReport: Clinton Kicks Huma Abedin From Plane As FBI Obtain Warrant https://t.co/zNjKnKPR0D
996,drmichaelgarcia,"[""danteb4u""]","RT @DanteB4u: Let's Go Ohio! Open at 6:30am

Bottom Up Strategy: Remove all conservative #GOP affiliated politicians from office. #VoteOutG…"
997,finley1589,"[""kylegriffin1""]",RT @kylegriffin1: Pornography. The GOP nominee is telling you to watch pornography. https://t.co/PDOGxl6POh
998,melanymelanin,"[""blicqer"",""natcounterpunch""]","RT @blicqer: ▶ Red State Mysteries: Bud Light, Donald Trump https://t.co/105DhbRS0L @NatCounterPunch https://t.co/4Af6TJZhCR"
999,jaydaastonishin,"[""blackenterprise"",""blicqer""]",RT @blicqer: DNC to Use Michelle Obama in Big Media Push for Millennials of Color https://t.co/1OaESs8F4O @BlackEnterprise https://t.co/JF5…
1000,gwennythot,"[""charlesmblow""]","RT @CharlesMBlow: GOP wants Trump to step down for sake of party. Silly rabbits, Trump doesn't care abt ur damned party! Trump only cares a…"
1001,johnnymarch_,"[""kylegriffin1""]",RT @kylegriffin1: Donald Trump Jr. pushing out Alex Jones conspiracy theory ------&gt; https://t.co/GpIx0oK9j7
1002,stanleyparris,"[""talibkweli"",""sirseriousblack"",""donniemaloo"",""msturdahl"",""mtrade14"",""youranonnews""]",RT @TalibKweli: RT @SirSeriousBlack: @mtrade14 @YourAnonNews @DonnieMaloo @MSturdahl the Radical Republicans of 1860 have NOTHING in common…
1003,youjustctrlc,"[""blicqer"",""thebpdshow""]",RT @blicqer: Hillary Clinton's Demand for Secrecy is Undermining Her Campaign https://t.co/3sSZl5r4CT @TheBpDShow https://t.co/jdvwm3BErP
1004,brentmcclure275,"[""docrocktex26""]","RT @docrocktex26: Y'all second guessed her, but Hillary chose Tim Kaine precisely to prove to Republicans, America &amp; the world that White m…"
1005,ravenicholson,"[""cactushowl"",""talibkweli""]",RT @TalibKweli: There is. @cactushowl https://t.co/aW3HcYtiEL https://t.co/ByPwQAPLib https://t.co/MngSvj1wlf
1006,regieblackmon,"[""djolder""]",RT @djolder: this is amazing https://t.co/1m5BYlgCLW
1007,zzzacharyzzz,"[""blu_philosopher"",""realdonaldtrump"",""amjoyshow"",""revjjackson""]",RT @Blu_PHIlosopher: @amjoyshow I love how you operate.....YES! Call @RevJJackson for clarification and shut down @realDonaldTrump talking…
1008,iiddaamarks,"[""fusion""]",RT @Fusion: Why is Billy Bush is the only person being brought to justice for the Donald Trump video? https://t.co/1u8xsWfDYu https://t.co/…
1009,bricegeller,"[""feministajones""]","RT @FeministaJones: When asked about whether or not he supported the invasion of Iraq, Donald Trump said ""Yeah, I guess so""

This is who th…"
1010,youjustctrlc,"[""shaunking""]","RT @ShaunKing: Anytime I see a conservative criticize Colin Kaepernick for being offensive or crass, I just have two words for you = Donald…"
1011,javonhidp,"[""transgriot""]",RT @TransGriot: And changing the Senate while were at it https://t.co/hCH3lW9f4s
1012,paulinett,"[""blicqer""]",RT @blicqer: ▶ Tim Kaine Baits Trump: 'His Own Running Mate Threw Him Under the Bus—That's Going to Work on His Head'… 
1013,willisbonnerr,"[""blicqer"",""jerrybriant"",""theinsideleak""]",RT @blicqer: Has #Trump Reached His Maximum Support? https://t.co/5CRmQ3ClaC @TheInsideLeak @jerrybriant
1014,drmichaelgarcia,"[""russian_starr""]",RT @Russian_Starr: These women in Cleveland told me why they reluctantly #voted for Hillary Clinton https://t.co/yJJYgzi9Mj #BlackWomenVote…
1015,adrgreerr,"[""talibkweli""]",RT @TalibKweli: U realize Hillary is a senator not a hotelier right? https://t.co/AR8J6pQHzO
1016,regieblackmon,"[""talibkweli""]",RT @TalibKweli: You're confusing Dixiecrats w democrats. Parties switched in 60s due to Nixon southern strategy. That's the GOP son. https:…
1017,jaydaastonishin,"[""mrnegromilitant"",""donilo252525""]","RT @donilo252525: @MrNegroMilitant I never used to ascribe to ""Obama suffers from ED"" talk, but his statements in support of TPP give me ca…"
1018,gallowayeliana,"[""charlesmblow"",""transgriot""]",RT @TransGriot: @CharlesMBlow They're not...Some peeps desperate to have a white man back in the White House &amp; don't care Trump is unqualif…
1019,nojonathonno,"[""abc7ny"",""blicqer""]",RT @blicqer: ▶ Rudy Giuliani among top contenders for Trump Secretary of State choice https://t.co/lPHgsXfY6z @ABC7NY https://t.co/lip5bUhK…
1020,malloryjared,"[""drjillstein"",""kwamerose"",""therealnews"",""delo_taylor""]","RT @Delo_Taylor: Via @TheRealNews: @kwamerose interviews Green Party POTUS nominee @DrJillStein. #IntelGroup
https://t.co/HbZixNIB5R https:…"
1021,ramonasnails,"[""deray""]",RT @deray: “All the black and brown people have to leave”: Trump’s scary impact on how kids think https://t.co/Qh6sy6KEEL
1022,jani_s_jac,"[""charlesmblow""]","RT @CharlesMBlow: Listen idiot, I'm an opinion writer. Opinions r by nature/design not objective but subjective. Pls get a dictionary… http…"
1023,javonhidp,"[""yourblackworld"",""blicqer""]",RT @blicqer: Why Nobody Should be Surprised That Obama Wants to Cut Social Security https://t.co/EX4RBkdaWm @YourBlackWorld https://t.co/wt…
1024,siccerthanyou,"[""realdonaldtrump"",""russian_starr""]",RT @Russian_Starr: .@realDonaldTrump Here is another question: What is your policy on the continent of Africa? What is your vision for its…
1025,camosaseko,"[""nydailynews"",""blicqer""]",RT @blicqer: ▶ Sean Hannity blasts Megyn Kelly as a Hillary Clinton supporter https://t.co/pU5MDDqhUA @NYDailyNews https://t.co/lhwNdKUSvh
1026,datwisenigga,"[""thedailyedge""]","RT @TheDailyEdge: Idea: New ""Candid Camera""-style show where unsuspecting celebrities and billionaires have 1st visit w/Trump's Doctor http…"
1027,zzzacharyzzz,"[""transgriot""]",RT @TransGriot: What anti-Hillary lie is going to be blown up next? https://t.co/roF6ioAvqb
1028,jaydaastonishin,"[""blicqer""]",RT @blicqer: “It Will Only Get Worse”: Lee Daniels Directs ‘Empire’ Cast in Ad for Hillary Clinton https://t.co/x9DdPNYdQH… 
1029,jaydaastonishin,"[""blicqer""]",RT @blicqer: ▶ IN-HOUSE FEDERAL FEUD? Authorities reportedly battled over direction of Clinton email probe… 
1030,nojonathonno,"[""blicqer"",""thevoicenews""]",RT @blicqer: Black voters get ready for US presidential election https://t.co/eleOUngMsP @TheVoiceNews https://t.co/FNNYk3Drk8
1031,ramonasnails,"[""nydailynews"",""blicqer""]",RT @blicqer: ▶ Harry Siegel: Peak Donald Trump still looms https://t.co/xmwfZeaW6E @NYDailyNews https://t.co/k23yjEgNka
1032,wokefromday1,"[""danpfeiffer"",""docrocktex26"",""wrapnik75"",""pooter03""]",RT @pooter03: @docrocktex26 @WrapNik75 @danpfeiffer good article on HRC's data team. https://t.co/kvIzqJyPVt
1033,brianaregland,"[""rawstory""]",RT @RawStory: Actress Marlee Matlin obliterates Donald Trump for calling deaf people like her ‘retarded’ https://t.co/qfVlrJMPff https://t.…
1034,camosaseko,"[""blicqer"",""nydailynews""]",RT @blicqer: ▶ Richard Branson: Donald Trump out to destroy five foes https://t.co/MOFVMBCFbS @NYDailyNews https://t.co/PdkajdnpI9
1035,randolphburrr,"[""fusion""]",RT @Fusion: These Texas high schoolers threw an awful Trump-themed rally to taunt their football rivals https://t.co/959NG5UdvL https://t.c…
1036,bigseanbeast,"[""lele5417"",""j_laumann"",""docrocktex26""]","RT @LeLe5417: @j_laumann @docrocktex26 oh he's a cutie, &amp; cutely gave Pence his hat. Lying with style is the new bar the media set!! TAXES,…"
1037,randolphburrr,"[""talibkweli"",""carpophores""]",RT @TalibKweli: You think racists never employ POC? No racist bosses exists? You can't be this stupid @carpophores https://t.co/AR8J6pQHzO
1038,melanymelanin,"[""kylekulinski"",""blicqer""]","RT @blicqer: ▶ Trump VP Was Against Gambling, Then Expanded It After Donations https://t.co/9S8Um1QKH5 @KyleKulinski https://t.co/BEKgAU9NWp"
1039,gwennythot,"[""hailpharoah"",""talibkweli""]",RT @TalibKweli: Not at all true @hailpharoah  https://t.co/ZiiuASHOv0 https://t.co/EGB2yGlFSS https://t.co/cu9t7swk5L
1040,javonhidp,"[""ggreenwald""]",RT @ggreenwald: Trump and Clinton are the only 2 candidates who support the death penalty https://t.co/wjRiC3JFIK
1041,zzzacharyzzz,"[""russian_starr"",""realdonaldtrump""]",RT @Russian_Starr: .@realDonaldTrump Here is another question: What is your policy on the continent of Africa? What is your vision for its…
1042,eliasbrick,"[""thedailyedge""]",RT @TheDailyEdge: NEWS ALERT: Man who stole $25M from New Jersey taxpayers then scarpered when things got tough spotted in Louisiana https:…
1043,camosaseko,"[""deray""]",RT @deray: They should hold on appointing a new DNC Chair for the time being. Political musical chairs isn't the solution. We… 
1044,javonhidp,"[""blicqer"",""tsdmemphis""]",RT @blicqer: Obama touts nationwide graduation rate increase https://t.co/JHHgW8fZCD @TSDMemphis https://t.co/CRlWiwK6iQ
1045,hiimkhloe,"[""mrnegromilitant"",""takethepss"",""jlspback""]",RT @JlSpback: Pussy Riot Slam Trump in 'Make America Great Again' Video - Rolling Stone @MrNegroMilitant @takethepss  https://t.co/JwvpXLvJ…
1046,ramonasnails,"[""blicqer"",""bbc5live""]",RT @blicqer: ▶ Comedian Rich Hall breaks down the US election https://t.co/eQNCZUWBpH @BBC5Live https://t.co/biOWjxxwjb
1047,aantiracist,"[""danpfeiffer"",""docrocktex26"",""wrapnik75"",""pooter03""]",RT @pooter03: @docrocktex26 @WrapNik75 @danpfeiffer good article on HRC's data team. https://t.co/kvIzqJyPVt
1048,rosieonfleek,"[""mrnegromilitant"",""ezad60"",""emergagent"",""potus""]","RT @emergagent: @EZAD60 @MrNegroMilitant @POTUS Unfortunately he got sucked into the ""White"" House ideal of America, &amp; the inside popularit…"
1049,paulinett,"[""rawstory"",""blicqer""]",RT @blicqer: ▶ Clinton beats Trump in New Hampshire’s Dixville Notch https://t.co/FfqADPHZCj @RawStory https://t.co/4GHHXqze7N
1050,brianaregland,"[""feministajones"",""fcknyh_gk""]",RT @FCKNYH_GK: @FeministaJones Pusha T and a politician with the surname Kaine... it's all starting to make sense. 🤔
1051,javonhidp,"[""blicqer"",""natcounterpunch""]","RT @blicqer: ▶ Why the Trump Protests, Like the Wisconsin Uprising, Will Fail https://t.co/475Xht4Nrh @NatCounterPunch https://t.co/GxD6gMG…"
1052,alecmooooody,"[""docrocktex26""]",RT @docrocktex26: Trump isn't going away until the media stops sugarcoating his and the GOP's blatant bigotry and misogyny for the sake of…
1053,paulinett,"[""delo_taylor"",""realdlhughley""]","RT @Delo_Taylor: .@RealDLHughley said it best just now on MSNBC: ""Barack Obama was who we (America) aspired to be, Donald Trump is who we r…"
1054,errivvvvers,"[""kwamerose"",""drjillstein"",""delo_taylor"",""therealnews""]","RT @Delo_Taylor: Via @TheRealNews: @kwamerose interviews Green Party POTUS nominee @DrJillStein. #IntelGroup
https://t.co/HbZixNIB5R https:…"
1055,brianthelifter,"[""djolder""]",RT @djolder: oh https://t.co/AisXAQPK8E
1056,camosaseko,"[""transgriot""]",RT @TransGriot: #IveNoticed that the people who push for a third party always falsely claim there's no difference between the Democrats &amp; t…
1057,jerstoner,"[""kylegriffin1"",""dmregister""]","RT @kylegriffin1: Oof— @DMRegister has a brutal editorial on Trump's taxes, saying the NYT ""exposes America's biggest freeloader"": https://…"
1058,javonhidp,"[""fusion""]",RT @Fusion: Just one more week of this exhausting election. https://t.co/wzAcDyrs8A https://t.co/mr1OCXzYSl
1059,finnaglo,"[""realdonaldtrump"",""russian_starr""]","RT @Russian_Starr: .@realDonaldTrump You LOVE, LOVE the media. You always have time for us. Well, at least SOME of us. When do you talk to…"
1060,cannonsher,"[""kylegriffin1""]","RT @kylegriffin1: 24 days before the election, Trump is campaigning in Maine — for one electoral vote: https://t.co/nM3HXbW2Hg"
1061,nojonathonno,"[""deray""]",RT @deray: this is the real question. https://t.co/1FV9Xpnfmf
1062,nojonathonno,"[""blicqer"",""foxnews""]",RT @blicqer: ▶ Kids chime in on election https://t.co/xdxOvg8MJT @FoxNews https://t.co/3AlGNuleJ1
1063,camosaseko,"[""blicqer"",""blackamericaweb""]",RT @blicqer: Many Schools Planning To Cancel Classes On Election Day https://t.co/ePXoZQNEmf @BlackAmericaWeb https://t.co/SX3GjcYKwM
1064,javonhidp,"[""bustle"",""feministajones""]",RT @FeministaJones: Come on @bustle. Do better. Five minutes of research would save the embarrassment https://t.co/qIUFin0mRL
1065,travisrespek,"[""fusion"",""clepolice""]","RT @Fusion: ""Our officers take care of business."" Chief of @CLEpolice assures there are no ""real threats"" to police or #RNCinCLE https://t.…"
1066,hunteroddddom,"[""ggreenwald""]","RT @ggreenwald: Sending a straight guy go on Grindr to out gay Olympians is a bit weirder. Also, unlike your tweet, that happened. https://…"
1067,drmichaelgarcia,"[""danteb4u"",""potus""]",RT @DanteB4u: A winner explaining the simple fact of the realities of the day... Please listen to @POTUS and learn real strategy.… 
1068,jeanuttella,"[""fusion""]",RT @Fusion: This former Bush administration official appeared in a Spanish-language ad for Clinton https://t.co/hXyo71kYUA https://t.co/4cx…
1069,paulinett,"[""blicqer"",""afronews""]",RT @blicqer: Urban Maryland Voters Hand State to Clinton https://t.co/BiBAFwWY9B @AfroNews https://t.co/5Lfk3sdxOd
1070,cannonsher,"[""mrnegromilitant"",""donilo252525""]","RT @donilo252525: @MrNegroMilitant I never used to ascribe to ""Obama suffers from ED"" talk, but his statements in support of TPP give me ca…"
1071,siccerthanyou,"[""russian_starr"",""realdonaldtrump""]","RT @Russian_Starr: .@realDonaldTrump You LOVE, LOVE the media. You always have time for us. Well, at least SOME of us. When do you talk to…"
1072,ilovesarahrich,"[""kemetic_kitty"",""russian_starr""]","RT @Kemetic_Kitty: https://t.co/JTwWytoJK9

Thank you so much @Russian_Starr for this great article."
1073,imissobama,"[""mrnegromilitant"",""hibbs101"",""potus"",""emergagent"",""ezad60""]",RT @hibbs101: @MrNegroMilitant @emergagent @EZAD60 @POTUS all politicos Suck. All. Just follow the money. Check who they associate with and…
1074,hiimkhloe,"[""jbellalatina"",""the_pollster"",""djcjevents"",""hillaryclinton"",""talibkweli""]",RT @TalibKweli: RT @jbellalatina: @the_pollster @TalibKweli @djcjevents @HillaryClinton Happening right now! https://t.co/9d2komGs1S
1075,johnnymarch_,"[""montel_williams"",""transgriot""]",RT @TransGriot: Thanks @Montel_Williams for the unapologetic truth telling https://t.co/4AHiGebuvl
1076,javonhidp,"[""chidefender"",""blicqer""]",RT @blicqer: WE CAN’T AFFORD TO LOSE FOCUS IN THIS ELECTION https://t.co/WzjkNXG8zS @ChiDefender https://t.co/EHEOoKUFxG
1077,nojonathonno,"[""blicqer""]","RT @blicqer: ▶ Donald Trump FULLY Embarrasses Wife Melania On Live TV, Her Reaction Was PRICELESS (VIDEO)… "
1078,nojonathonno,"[""nworeport"",""blicqer""]",RT @blicqer: ▶ @NWOReport: Gallup: 52% of Voters Say Media Biased in Favor of Clinton; Only 8% Say Media Biased in Favor of ... https://t.c…
1079,willisbonnerr,"[""fusion"",""em2wice""]",RT @em2wice: A civil rights museum denied Donald Trump a private tour. His fans threatened to torch it. https://t.co/iVvvSQLc18 via @fusion
1080,ravenicholson,"[""sarahkendzior"",""talibkweli""]","RT @TalibKweli: RT @sarahkendzior: Must-read on Trump from member of the ""Central Park Five"" https://t.co/RoBNyhgvxD"
1081,lagonehoe,"[""feministajones""]",RT @FeministaJones: This makes zero sense. Stop speaking. https://t.co/mKzUdQjcqK
1082,alecmooooody,"[""rawstory""]",RT @RawStory: CNN conservative slams the GOP for letting Trump’s misogyny run wild: ‘They need female supervision’… 
1083,nojonathonno,"[""rawstory"",""blicqer""]",RT @blicqer: ▶ Hillary Clinton might have won as many votes as Barack Obama did https://t.co/Ztm77Bhora @RawStory https://t.co/gO2cO02PGb
1084,ramonasnails,"[""talibkweli""]",RT @TalibKweli: THIS is why Trump chose the chief editor at Breitbart to run his campaign. They will deliver the white supremacist vote.
1085,antonhayhay,"[""ggreenwald"",""michaeltomasky""]",RT @ggreenwald: I would have bet a zillion dollars this was by DNC/HRC spokesman @michaeltomasky before even clicking. https://t.co/CuMQDa9…
1086,nojonathonno,"[""eurweb"",""blicqer""]",RT @blicqer: Rev. Jesse Jackson Calls For Obama To Pardon Hillary Clinton https://t.co/qLQTwAELUf @EurWeb https://t.co/IJHz0g3iJn
1087,nojonathonno,"[""livenewscloud"",""blicqer""]",RT @blicqer: ▶ Trump To Voters: Election Day Is November 28th https://t.co/1lCxoo3AMN @LiveNewsCloud https://t.co/pJ6MGfZJyw
